Allheadlines, Source, 
News24.com | Squeeze, stamp, stabilise: SAPS  vicious cycle of crackdown policing,news24,
Political Motive Ruled Out in Murder Case,allafrica,
Sport24.co.za | Rassie shocks with call-up for retired Brits,news24,
 ZEC scoffs at Chamisa s  mischievous demands  ,businessdaily,
 Chamisa vs Mnangagwa: an election too close to call ,businessdaily,
 Mnangagwa warns Chivayo ,businessdaily,
 Cops block Zanu-PF supporters from leaving Mnangagwa rally ,businessdaily,
 Zanu-PF intra-party violence rocks Mbare ,businessdaily,
James Makamba In More Trouble As Grace Mugabe Love Saga Ends,zimeye.net,
  MDC-T power-mongers plotting against Alliance  ,businessdaily,
  Poll survey, wake-up call for MDC Alliance  ,businessdaily,
 No dualisation but $400,000 fence ,businessdaily,
 Mnangagwa warns observers to be objective ,businessdaily,
 Ex-Zanu-PF councillor eyes Gweru Urban ,businessdaily,
 Bodyguard used as a podium ,businessdaily,
 AirZim employee wins $88 878 terminal benefits wrangle ,businessdaily,
  I will beat Mnangagwa hands down  ,businessdaily,
  Zim needs rebranding to attract FDI  ,businessdaily,
 Zesn commends Zec on releasing roadmap ,businessdaily,
 Ziscosteel sale awaits shareholder approval ,businessdaily,
 Zim is open for business paying dividends ,businessdaily,
News24.com | No finality yet over Marli van Breda s future care,news24,
 NicozDiamond to delist from ZSE ,businessdaily,
 Mnangagwa urges foreign observers to be fair ,businessdaily,
 Kamativi lithium exploration complete ,businessdaily,
Big turnout of voters forecast for Zimbabwe election,thezimbabwemail,
 Govt restructures Zesa ,businessdaily,
 MDC-T wants Mutezo out ,businessdaily,
 Mnangagwa makes 5 election pledges ,businessdaily,
 60-member Chinese delegation jets in ,businessdaily,
 Econet blocks EcoCash lines ,businessdaily,
 Edgars turnover up 37% ,businessdaily,
 Bhasikiti to represent MDC Alliance ,businessdaily,
 MDC Alliance plagiarised SA Constitution ,businessdaily,
News24.com | Burundi president surprises with vow to step down in 2020,news24,
News24.com | Grace Mugabe  will never be my deputy , says MDC leader Chamisa,news24,
 ZEC responds to MDC Alliance petition ,businessdaily,
Zimpapers to Host Fashion and Beauty Expo,allafrica,
Whatever Has Happened to Yesteryear s Reading Culture?,allafrica,
The Bane of Electioneering and Sloganeering,allafrica,
Mighty Warriors Disappoint,allafrica,
Bako Sparkles At Terra Topia,allafrica,
Shareholder Nod Sought for Ziscosteel Sale,allafrica,
Zimbabwe Open for Business Mantra Paying Dividends,allafrica,
Stanbic Bank Ploughs U.S.$164 Million Into Mining,allafrica,
Be Fair, Mnangagwa Tells Observers,allafrica,
VP Chiwenga Calls for Unity,allafrica,
60-Member Chinese Delegation Jets in,allafrica,
Chinese Delegation Show of Confidence,allafrica,
National Hero Chimbandi Buried,allafrica,
Only 11% of Plastic Waste Recycled - Report,allafrica,
Electoral Body Responds to Opposition Petition,allafrica,
Chamisa s 15 billion dollar promise,bulawayo24,
James Makamba could lose $4.5 million Sandhurst mansion Villa Royale,thezimbabwemail,
Sport24.co.za | Steyn returns to Proteas Test squad for Sri Lanka,news24,
Will Mnangagwa Truly Arrest Chivayo or IT’S JUST LIPSTIC ON A PIG?,zimeye.net,
MDC Alliance Values Extracted From Zim Constitution Not SA,zimeye.net,
Bank set to seize Zimbabwe tycoon’s mansion in South Africa,newsday,
 Stay Out of Politics,  Army Told Ahead of Crucial Elections,allafrica,
ZANU PF Supporters Thoroughly Beat Each Other At Hero Burial,zimeye.net,
Open letter to the UN Resident Coordinator in Zimbabwe as Mnangagwa exposes self,thezimbabwean,
Chamisa, listen to the numbers!,bulawayo24,
Sport24.co.za | 1 Blitzbok makes overall Sevens Dream Team,news24,
Albino Trust of Zimbabwe ‘techs’ care,thezimbabwean,
ZEC scoffs at Chamisa s  mischievous demands ,bulawayo24,
Chamisa vs Mnangagwa: an election too close to call,bulawayo24,
Chamisa stirs hornet s nest,bulawayo24,
News24.com |  Pathetic little man-child  Trump takes more swipes at Canada after arriving in Singapore,news24,
Another GNU in the making,bulawayo24,
2018 Elections and our place in History,bulawayo24,
Chamisa s Alliance with Grace and Bob shows a short memory or worse,bulawayo24,
Mnangagwa warns Chivayo,bulawayo24,
Nasty C Confirms Zimbabwe Trip,allafrica,
Lipsy Reveals Origins of Stage Name,allafrica,
I Am Still the King of Hip-Hop - Cal Vin,allafrica,
Cops block Zanu PF supporters from leaving Mnangagwa rally,bulawayo24,
Zanu-PF intra-party violence rocks Mbare,bulawayo24,
 Poll survey, wake-up call for Chamisa ,bulawayo24,
 MDC-T power-mongers plotting against Alliance ,bulawayo24,
No dualisation but $400,000 fence on Beitbridge - Bulawayo road,bulawayo24,
Mnangagwa warns observers to be objective,bulawayo24,
News24.com | Egypt s inflation spikes in May ahead of likely price hikes,news24,
News24.com |   Stay out of politics,  Zimbabwe army told ahead of crucial elections,news24,
 Blackman  turns bodyguard into a podium,bulawayo24,
Ex-Zanu PF councillor eyes Gweru Urban,bulawayo24,
Mnangagwa Throws “Briefcase Businessman” Chivayo Under The Bus,zimeye.net,
 Zimbabwe needs rebranding to attract FDI ,bulawayo24,
 I will beat Mnangagwa hands down ,bulawayo24,
Kombi crew throws municipal cop out of moving vehicle,bulawayo24,
Serial robber teen arrested,bulawayo24,
Wheels24.co.za |  Container find  - treasure trove of classic car parts worth more than a million Rand discovered by accident,news24,
Mzingwane suicide pupil buried,bulawayo24,
Giant killers slay Bosso,bulawayo24,
Women  savagely  raped and beaten to death,bulawayo24,
MDC-T wants Mutezo out,bulawayo24,
Mnangagwa makes 5 election pledges,bulawayo24,
Econet blocks EcoCash lines,bulawayo24,
60-member Chinese delegation jets in,bulawayo24,
Bhasikiti to represent MDC Alliance,bulawayo24,
MDC partners cpoied from the best constotituion in the world,bulawayo24,
Unknown Chimbandi declared national hero,bulawayo24,
Crocodile kills pastor performing mass baptism in lake,thezimbabwemail,
WATCH: Chamisa says Grace Mugabe is free to join the MDC Alliance,bulawayo24,
Chamisa angers Palestinians,bulawayo24,
IN PICTURES- Chamisa Holds Mass Rally In The Middle Of The Night,zimeye.net,
Mnangagwa Reiterates Call To Meet Chamisa,zimeye.net,
Pastor accused of sexual harassment,bulawayo24,
“Zimbabwe is NOT ready for elections,” says observers tell ZEC – we know, “You ain’t seen nothing yet!”,zimeye.net,
South African company apologises for sexist beer campaign,nehandaradio,
My Heart Sank Within Me When NPF Was Given Platform to Sing Chamisa Chete Chete…,zimeye.net,
Chikurubi Is Not Full: ED Warns Wicknell Chivayo,zimeye.net,
MDC-T legal wrangle poses Nomination Court challenge,bulawayo24,
Grace Mugabe targeted for elimination?,bulawayo24,
Chigova to Share R100k Bonus With Teammates,allafrica,
BREAKING NEWS – Gogo Who Danced For Chamisa Wins R50,000 For It,zimeye.net,
Chikurubi not full, ED warns Chivayo,chronicle,
Mugabe wanted to kill Makamba over Grace,bulawayo24,
No dualisation but $400,000 fence on Beitbridge - Bulawayo road,bulawayo24,
Chigumba Tells Chamisa: You’re Pre-Mature In Demand For Voters Roll,zimeye.net,
Waitress Scores A Fortune From Harare Big Spenders,zimeye.net,
It’s now or never: Chamisa,newsday,
LIVE PICTURES- A Sea Of Zimbabweans Floods Chamisa Chiredzi Rally,zimeye.net,
Four grisly murders in Bulawayo. . . Women ‘savagely’ raped and beaten to death,nehandaradio,
Fired Mutinhiri spills the beans,bulawayo24,
Man intercepts text message from boyfriend, wife drinks poison, dies,bulawayo24,
Zimbabweans should unite and kick out the  Ganja  government on July 30,bulawayo24,
Mzingwane suicide pupil buried,nehandaradio,
Kariba Dam water level rises to 82%,bulawayo24,
Three Feared Dead Following Violence In Mnangagwa’s Hometown,zimeye.net,
WATCH: Gogo Gogo Dances To “Morgan Chamisa Same Same” Song,zimeye.net,
Intra-party violence rocks Mbare,newsday,
Mnangagwa Promises To Prosecute Chiyangwa,zimeye.net,
Violence rocks ED’s backyard,thestandard,
Turnall says volumes up 70 percent in five months,insiderzim,
Komichi walks out on MDC-T supporters,bulawayo24,
Zimbabweans trust Mnangagwa more than Chamisa,insiderzim,
ZANU PF Supporters Thoroughly Beat Each Other At Hero Burial,zimeye.net,
Zimra boss exposes govt rot,bulawayo24,
MTM replaces Andy Muridzo,nehandaradio,
Breaking: Chamisa Speaks On Grace Mugabe Joining MDC Alliance,zimeye.net,
BREAKING – Zimbabwe Defeats Zambia,zimeye.net,
Bank set to seize Zimbabwe tycoon’s mansion in South Africa,newsday,
  Zimra boss exposes govt rot ,businessdaily,
Miracle of Cosafa,nehandaradio,
Tears for dad who died in botched hijacking,nehandaradio,
Court orders  sex addict s arrest,bulawayo24,
Ncube Whips Truant MDC-T Supporters Into Order,zimeye.net,
Kombi crew throws municipal cop out of moving vehicle,nehandaradio,
Macheso settles matters,thestandard,
Mnangagwa launches campaign pledge card,thezimbabwemail,
Army’s role in Zanu PF campaign exposed,thestandard,
Hooker robber jailed one year,chronicle,
Chamisa MDC Spokesperson On Allegations Of Plagiarising South Africa’s Constitution,zimeye.net,
Three SMART things Zanu-PF will never implement,thezimbabwemail,
SA Bank set to seize James Makamba’s mansion in South Africa,thezimbabwemail,
‘Alliance under threat from MDC-T’ – Ncube,thezimbabwemail,
Chamisa Ad Revives Paul Matavire,zimeye.net,
Kwekwe “Blackman” Breaks Own Record,zimeye.net,
News24.com | Dejected ANC delegates start trickling out of canned KZN conference,news24,
 Ben 10  demands paternity tests,bulawayo24,
Chamisa s rising star,bulawayo24,
Plot To Disrupt Chamisa Rally Foiled,zimeye.net,
WATCH: Soldiers Terrorising Villagers, Claims Jim Kunaka,zimeye.net,
Anointed football, chess with Prophet Bushiri,nehandaradio,
 Zimbabwe is NOT ready for elections,  says observers tell ZEC - we know,  You ain t seen nothing yet! ,bulawayo24,
Mnangagwa sets up 7-member anti-graft team,bulawayo24,
VIDEO: Mukoyi And Hwende Clash Again In Kuwadzana,zimeye.net,
Gold output hits 10 tonnes,bulawayo24,
Bushiri’s surprise Zim visit,nehandaradio,
RBZ digs in on cryptocurrency ban,thestandard,
Chamisa stirs hornet s nest,bulawayo24,
ED: I’m Your Servant,zimeye.net,
Army’s role in Zanu PF campaign exposed,thezimbabwemail,
Mugabe Prosecutor Punished For Not Arresting Chombo, Kasukuwere?,zimeye.net,
VIDEO: NPF Candidate Blackman Matambanadzo Addresses Rally Sitting on The Shoulders of Bodyguard,zimeye.net,
Zimbabwe to be better than South Africa, promises Chamisa,bulawayo24,
MDC Primaries, Job Sikhala Speaks,zimeye.net,
Chiwenga tells army to remain vigilant, patriotic,bulawayo24,
Nomination court venues announced,chronicle,
Harare March For ED – REACTIONS,zimeye.net,
Chamisa speaks on Grace Mugabe ‘link’,thestandard,
Mapeza has last laugh,nehandaradio,
Chikurubi not full, Mnangagwa warns Chivayo,nehandaradio,
Chamisa says there is no way Grace Mugabe can become his deputy,thezimbabwemail,
Fixing Roads 7 Weeks Before Elections Govt Pours $20 mln,zimeye.net,
Kamativi lithium exploration complete,chronicle,
Mugabe, Chamisa project doomed,bulawayo24,
Olinda Hit On By Lesbian?,zimeye.net,
News24.com | Mmusi Maimane wants Cabinet minutes to be made public,news24,
Ezra Tshisa slams Zimbabwe radio presenters,bulawayo24,
Part Of MDC  Alliance Manifesto Plagiarized From SA Constitution,zimeye.net,
MDC T Mourns Matobo Senator Sithembile Mlotshwa,zimeye.net,
Chamisa Following Warriors In Victory – REACTIONS,zimeye.net,
Miracle of Cosafa,nehandaradio,
Phillip Chiyangwa exposes chiefs,thestandard,
Shakira on her vocal problems: ‘I doubted I’d ever sing again’,nehandaradio,
Chamisa Promises In Trouble Prison Officer His Job Back,zimeye.net,
UK – Fraudulent Fungai Maruta More Stories Of Abuse,zimeye.net,
How the mighty Mugabes have fallen,bulawayo24,
 Chamisa speaks on Grace Mugabe  link  ,businessdaily,
‘Zim companies exhibiting in South Africa’,newsday,
LIVE PICTURES- Chamisa Visit At Morgenster Mission Hospital In Masvingo,zimeye.net,
Chamisa Speaks On Grace Mugabe  Link ,allafrica,
“Mugabe” Party Challenges Mnangagwa On Arresting Criminals,zimeye.net,
2018 COSAFA Champions Zimbabwe Warriors Back Home,zimeye.net,
Mnangagwa Buries Hero In Low Key Burial,zimeye.net,
Zimbabwe Warriors crowned Cosafa Cup champions after beating Zambia,thezimbabwemail,
PSL results, Mapeza stops Ndiraya,bulawayo24,
Cain Mathema 6.5 hectares stand repossessed ,bulawayo24,
Chamisa ropes in Grace Mugabe,bulawayo24,
Grace Mugabe targeted for elimination?,bulawayo24,
BREAKING NEWS – Gogo Who Danced For Chamisa Wins R50,000 For It,zimeye.net,
Waitress Scores A Fortune From Harare Big Spenders,zimeye.net,
No dualisation but $400,000 fence on Beitbridge - Bulawayo road,bulawayo24,
Four grisly murders in Bulawayo. . . Women ‘savagely’ raped and beaten to death,nehandaradio,
Mzingwane suicide pupil buried,nehandaradio,
Intra-party violence rocks Mbare,newsday,
ZANU PF Supporters Thoroughly Beat Each Other At Hero Burial,zimeye.net,
Kombi crew throws municipal cop out of moving vehicle,nehandaradio,
Bank set to seize Zimbabwe tycoon’s mansion in South Africa,newsday,
‘Alliance under threat from MDC-T’ – Ncube,thezimbabwemail,
Chamisa stirs hornet s nest,bulawayo24,
Chikurubi not full, Mnangagwa warns Chivayo,nehandaradio,
Waitress scores $800 tip at new club,nehandaradio,
I Only Watched TV To See Who Grace Mugabe Would Insult - MP,allafrica,
Mnangagwa Buries Hero In Low Key Burial,zimeye.net,
Hooker robber jailed one year,nehandaradio,
‘Poll survey, wake-up call for MDC Alliance’,newsday,
Channel24.co.za | Hollywood star Vince Vaughn arrested,news24,
Police block Zanu PF supporters from leaving ED rally,newsday,
ZEC Demands For Equal Airtime On ZBC For All Candidates,zimeye.net,
Former Zanu Pf Bigwig To Contest Elections Under MDC Alliance Ticket,zimeye.net,
Macheso revives career with Dzinosvitsa Kure,nehandaradio,
Chamisa, listen to the numbers!,bulawayo24,
James Makamba could lose $4.5 million Sandhurst mansion Villa Royale,thezimbabwemail,
Government restructures Zesa,bulawayo24,
Mnangagwa threatens to sent Chvhayo to Chikuribi,thezimbabwemail,
MDC-T Spokesperson savages accusations MDC Alliance plagiarised SA Constitution,thezimbabwemail,
Bhasikiti to represent MDC Alliance,bulawayo24,
Chamisa s Alliance with Grace and Bob shows a short memory or worse,bulawayo24,
Chamisa vs Mnangagwa: an election too close to call,bulawayo24,
Sport24.co.za | 1 Blitzbok makes overall Sevens Dream Team,news24,
Giant killers Byo Chiefs claim Bosso scalp,nehandaradio,
Mighty Warriors not going to Ghana,nehandaradio,
Zimbabwe Opposition Plagiarised South African Constitution - State Newspaper,allafrica,
Chikurubi not full, Mnangagwa warns Chivayo,nehandaradio,
News24.com | Rohde trial to continue with forensic pathologist in the dock,news24,
Albino Trust of Zimbabwe  techs  care,bulawayo24,
Econet blocks EcoCash lines,bulawayo24,
Mnangagwa makes 5 election pledges,bulawayo24,
Mzingwane suicide pupil buried,bulawayo24,
Mnangagwa Throws “Briefcase Businessman” Chivayo Under The Bus,zimeye.net,
 Blackman  turns bodyguard into a podium,bulawayo24,
 Poll survey, wake-up call for Chamisa ,bulawayo24,
I Am Still the King of Hip-Hop - Cal Vin,allafrica,
ZEC scoffs at Chamisa s  mischievous demands ,bulawayo24,
Will Mnangagwa Truly Arrest Chivayo or IT’S JUST LIPSTIC ON A PIG?,zimeye.net,
Be Fair, Mnangagwa Tells Observers,allafrica,
One million men circumcised,nehandaradio,
Housing projects overturn IDBZ loss,newsday,
Grace Mugabe And Allegations Of “Becoming MDC Alliance Vice President,” Claims By Jim Kunaka,zimeye.net,
Sport24.co.za | Same Boks in Bloem? Every chance...,news24,
Macheso Silences Critics On Historic Album Launch,allafrica,
Govt urged not to forget local business,newsday,
DeMbare finally win,newsday,
Victory at last for Chigowe,nehandaradio,
MDC-T power-mongers plotting against Alliance: Ncube,newsday,
Kwekwe sits on health time bomb,nehandaradio,
Mohadi s remarks on Gukurahundi stupid- MLF,bulawayo24,
Walking the talk – Zimbabwe Vigil Diary,thezimbabwean,
IN PICTURES- Chamisa Holds Mass Rally In The Middle Of The Night,zimeye.net,
Chikurubi Is Not Full: ED Warns Wicknell Chivayo,zimeye.net,
Chikurubi not full, ED warns Chivayo,chronicle,
Grace Mugabe targeted for elimination?,bulawayo24,
BREAKING NEWS – Gogo Who Danced For Chamisa Wins R50,000 For It,zimeye.net,
LIVE PICTURES- A Sea Of Zimbabweans Floods Chamisa Chiredzi Rally,zimeye.net,
Three Feared Dead Following Violence In Mnangagwa’s Hometown,zimeye.net,
It’s now or never: Chamisa,newsday,
Violence rocks ED’s backyard,thestandard,
Waitress Scores A Fortune From Harare Big Spenders,zimeye.net,
No dualisation but $400,000 fence on Beitbridge - Bulawayo road,bulawayo24,
Mnangagwa Promises To Prosecute Chiyangwa,zimeye.net,
WATCH: Gogo Gogo Dances To “Morgan Chamisa Same Same” Song,zimeye.net,
Four grisly murders in Bulawayo. . . Women ‘savagely’ raped and beaten to death,nehandaradio,
Mzingwane suicide pupil buried,nehandaradio,
Zimra boss exposes govt rot,bulawayo24,
Intra-party violence rocks Mbare,newsday,
Tears for dad who died in botched hijacking,nehandaradio,
  Zimra boss exposes govt rot ,businessdaily,
Three SMART things Zanu-PF will never implement,thezimbabwemail,
Army’s role in Zanu PF campaign exposed,thestandard,
SA Bank set to seize James Makamba’s mansion in South Africa,thezimbabwemail,
Hooker robber jailed one year,chronicle,
Kwekwe “Blackman” Breaks Own Record,zimeye.net,
ZANU PF Supporters Thoroughly Beat Each Other At Hero Burial,zimeye.net,
Chamisa MDC Spokesperson On Allegations Of Plagiarising South Africa’s Constitution,zimeye.net,
Plot To Disrupt Chamisa Rally Foiled,zimeye.net,
Kombi crew throws municipal cop out of moving vehicle,nehandaradio,
Bank set to seize Zimbabwe tycoon’s mansion in South Africa,newsday,
‘Alliance under threat from MDC-T’ – Ncube,thezimbabwemail,
Mugabe Prosecutor Punished For Not Arresting Chombo, Kasukuwere?,zimeye.net,
Army’s role in Zanu PF campaign exposed,thezimbabwemail,
MDC Primaries, Job Sikhala Speaks,zimeye.net,
Chamisa speaks on Grace Mugabe ‘link’,thestandard,
Chamisa says there is no way Grace Mugabe can become his deputy,thezimbabwemail,
Nomination court venues announced,chronicle,
VIDEO: NPF Candidate Blackman Matambanadzo Addresses Rally Sitting on The Shoulders of Bodyguard,zimeye.net,
Kamativi lithium exploration complete,chronicle,
Shakira on her vocal problems: ‘I doubted I’d ever sing again’,nehandaradio,
Part Of MDC  Alliance Manifesto Plagiarized From SA Constitution,zimeye.net,
 Chamisa speaks on Grace Mugabe  link  ,businessdaily,
How the mighty Mugabes have fallen,bulawayo24,
Chamisa Promises In Trouble Prison Officer His Job Back,zimeye.net,
MDC T Mourns Matobo Senator Sithembile Mlotshwa,zimeye.net,
Chamisa Speaks On Grace Mugabe  Link ,allafrica,
Chamisa stirs hornet s nest,bulawayo24,
2018 COSAFA Champions Zimbabwe Warriors Back Home,zimeye.net,
Chikurubi not full, Mnangagwa warns Chivayo,nehandaradio,
 Mnangagwa s backyard rocked by violence ,businessdaily,
2018 COSAFA Cup Champions Zimbabwe Warriors Back Home,zimeye.net,
Is Chamisa a pathological liar?,thezimbabwemail,
Bulawayo youth sets up online investment portal,chronicle,
Zec responds to MDC Alliance petition,chronicle,
‘Zim companies exhibiting in South Africa’,newsday,
Photo of Merkel, Trump captures G7 tensions,nehandaradio,
Chamisa Pledges To Compensate Chingwizi Victims,zimeye.net,
Chamisa s lack of a unique vision and plagiarism has left me despondent and rudderless,bulawayo24,
#SenzoMeyiwa murder case is top priority: Bheki Cele,nehandaradio,
Zanu PF Youths Disrupt MDC Alliance Activities,zimeye.net,
NPF dismisses Grace Mugabe links,thestandard,
LIVE UPDATES – ZANU PF March Today,zimeye.net,
FUNGAI MARUTA LATEST-  Contributors Lost Thousands Through Contributions And Fines,zimeye.net,
WATCH – LIVE MDC ALLIANCE ELECTORAL REFORMS DEMO,zimeye.net,
More trouble for Cowdray Park goblin host,bulawayo24,
Chisipite Senior School forced to apologise after VIDEO of female students singing obscenities goes viral,nehandaradio,
 Mnangagwa opens MSU incubation hub ,businessdaily,
MDC Alliance Collapse, Ncube Candidate Snubbed In Chivi,zimeye.net,
Unknown Chimbandi declared national hero,bulawayo24,
MDC Alliance demo flops,herald,
LIVE – Now Marching To Mnangagwa’s Office,zimeye.net,
WATCH- LIVE Zanu Pf Youths Solidarity March,zimeye.net,
Man fondles, kisses stranger at funeral,bulawayo24,
LIVE – Exposing Fungai Maruta | PART 2,zimeye.net,
Horror As Muleya is Trapped By Conveyor Belt,zimeye.net,
Gono s 7 farm empire unmasked,bulawayo24,
Lumumba Was Sent By ED to Say “Mugabe F**k You!” – HOW CAN THIS BE TRUE TRUE SURELY?,zimeye.net,
Snakes, Lions Banned By ZEC On Symbols,zimeye.net,
Sex and drugs scandal at Njube High,bulawayo24,
‘Do not provoke me’ —Zuma warns detractors,chronicle,
 Mnangagwa takes a did at Grace Mugabe ,businessdaily,
Chigova, a Mzilikazi High School boy,bulawayo24,
June - the month of  unplanned  pregnancies,bulawayo24,
 MDC-T bigwigs ganging against Chamisa ,businessdaily,
GRAPHIC: Mnangagwa Humiliated Inside Chebundo Butchery, Jonathan Moyo Leads Mocker,zimeye.net,
Chinhoyi 7 gobbles over $50 000,newsday,
Wife asks for money from another man, bashed,bulawayo24,
Wheels24.co.za | An  SA bakkie story: This hardcore Isuzu KB has more than a million kilometres and still not out!,news24,
Stanbic sinks $164m into mining for working capital,newsday,
Chamisa finally defeats Khupe,bulawayo24,
Fed up doctor  hires  friends to date ex-wife,bulawayo24,
Failed Zanu-PF March Exposes President Mnangagwa s Weakness Ahead of Polls,allafrica,
Crocodile kills pastor performing mass baptism in lake,thezimbabwemail,
Winky D rushed to hospital,bulawayo24,
WATCH: Chamisa says Grace Mugabe is free to join the MDC Alliance,bulawayo24,
Tsvangirai visited me in my sleep: Mudzuri,newsday,
Zimbabwe hosts property investment conference,newsday,
Mugabe throws weight behind Chamisa,bulawayo24,
Video Of Chisipite School Causes Stir,zimeye.net,
LIVE PICTURES: Chamisa Rally In Muchakata,zimeye.net,
LIVE – Riot Police Try To Block People At ZEC Gate,zimeye.net,
Chamisa Wrote To Mnangagwa Asking For Government Of National Unity,thezimbabwemail,
Female condoms popular with gay men,bulawayo24,
Political parties refuse to sign pledge against violence,bulawayo24,
BREAKING- ZEC Says New President Of Zimbabwe Must Be 40 Years And Above,zimeye.net,
Chamisa to change the country s name,bulawayo24,
In pictures: The massive MDC Alliance electoral reforms demo,newsday,
Mnangagwa s weakness exposed,bulawayo24,
Mnangagwa Shoots At Chamisa With Letter Breach,zimeye.net,
Chamisa angers Palestinians,bulawayo24,
Zimbabwe channels 1% of GDP to research, says Mnangagwa,bulawayo24,
Mzingwane pupil in school suicide,bulawayo24,
Mnangagwa’s Zanu PF support match flops,thezimbabwemail,
Pastor accused of sexual harassment,bulawayo24,
“Zimbabwe is NOT ready for elections,” says observers tell ZEC – we know, “You ain’t seen nothing yet!”,zimeye.net,
Woman hunts down rapist,bulawayo24,
ZANU PF Leader Says 2018 Ballots Have Already Been Counted And Mnangagwa Has Won,zimeye.net,
 Chamisa s letter to Mnangagwa revealed ,businessdaily,
Chamisa should be honest, diplomatic,bulawayo24,
South African company apologises for sexist beer campaign,nehandaradio,
Mnangagwa Wetting Himself In Fear,zimeye.net,
